0.9154180838371525,0.39662565415757234,0,0,A
0.563524094117232,0.5818376209757267,0,0,A
0.7162982463176613,0.9695093099871702,0,0,A
0.0411983530141351,0.5474451079815164,0,0,A
0.43371894503088493,0.8942552162883588,0,0,A
0.864472119086207,0.5107988822945192,0,0,A
0.050531703839432285,0.8136731683181411,0,0,A
0.39794994849442133,0.3788640146187524,0,0,A
0.8285244602349346,0.7728568639896366,0,0,A
0.35318692304724475,0.29862316653879806,0,0,A
10.633787678939605,10.731482562189754,0,0,B
10.430424261370245,10.343957340890737,0,0,B
10.356313073356866,10.822006949074304,0,0,B
10.586860930371508,10.189185842233453,0,0,B
10.876588827287279,10.391942985573051,0,0,B
10.397283628677803,10.540862192828193,0,0,B
10.003803811809231,10.052136926907489,0,0,B
10.804308786508606,10.594790341543753,0,0,B
10.25789554233626,10.732831438369038,0,0,B
10.618444645177146,10.15476114221393,0,0,B
20.033173642443085,20.85070450647409,0,0,C
20.48999795038512,20.277193497964504,0,0,C
20.961949969673306,20.08271890747105,0,0,C
20.161175250229775,20.713444832257327,0,0,C
20.06561413904133,20.94707363624067,0,0,C
20.928630153936055,20.993932273585052,0,0,C
20.117618089516895,20.26711480978969,0,0,C
20.99216425710307,20.121970341927256,0,0,C
20.251148140338834,20.213126319623065,0,0,C
20.221670389104176,20.032482216958886,0,0,C
